trans_id,customer_id,amount,category,trans_date
350f02ad-5600-4ed5-bf8b-805d211e09e5,55,168.61,Utilities,2023-07-18
62272164-f672-4489-8213-591133da251d,36,453.04,Entertainment,2023-03-30
a542f9b3-223c-4fb5-a2a4-6301b3b0a81b,36,345.73,Utilities,2023-06-02
aa2c367c-b6fa-4cc7-8088-dc11339a83f1,86,120.13,Groceries,2023-10-14
a97ffde5-ac81-4e88-b0d7-d5af8328ab71,92,382.31,Entertainment,2023-12-14
11cf1708-da68-44a4-aad0-884dacd5d1c8,33,147.7,Entertainment,2023-01-28
359b7fd2-c601-47c5-a1f2-b81f09dc7f1f,14,248.84,Dining,2023-09-02
7ad20632-6a47-4b13-9c3b-f89a66ba70a6,1,60.36,Groceries,2023-08-20
82f08ed8-b798-4833-8d28-d0c99b1ff7c1,100,15.01,Entertainment,2023-03-10
2f71e62b-b7c0-4b90-b36c-c52d03c772c3,75,381.14,Dining,2023-08-07
69b09367-59f6-4055-8b44-c5ff06b4fed6,65,282.69,Entertainment,2023-06-12
6a4283b1-ff97-4cc2-9773-b6ae8b1c4a34,95,59.69,Dining,2023-02-11
1d4f1bf8-7212-4ec6-8e6c-7cd440108af5,99,727.4,Travel,2023-03-24
9030e46d-13bc-46b8-ba06-b166f8dcad3e,92,34.78,Utilities,2023-05-29
4907add2-82b9-4f72-b2ac-4677aec179fc,74,305.26,Utilities,2023-04-23
19f44cd2-b13f-4aa2-81d7-b0b2ba39e459,33,265.54,Utilities,2023-05-19
812bc307-ce86-4dfa-b9eb-a72d005a58a4,44,130.61,Utilities,2023-09-06
c119d608-c6cf-463f-b2ba-c5995fca5996,51,346.53,Retail,2023-07-13
a4a886c2-e576-4b7d-aae1-f5c6c93f1531,96,84.5,Entertainment,2023-01-28
2667b7de-4589-45ee-828e-44a502b7b9b5,21,188.32,Entertainment,2023-10-15
07f81e22-85ec-4081-8f3c-39f225ee7b6b,66,494.13,Groceries,2023-05-13
a407966b-be61-4288-8c71-e95960a30dd0,38,443.01,Utilities,2023-09-11
1256f09f-3e58-4495-b90b-76bdec317111,82,262.93,Entertainment,2023-01-26
0bc276cd-dc28-4ed8-8cb4-3a9e9e9e606a,65,124.2,Utilities,2023-05-30
a2070b93-beea-4940-ad88-ea85c25d15d9,49,292.8,Utilities,2023-05-14
5c079643-978d-462b-8b71-5d73ce914de7,7,250.87,Dining,2023-02-02
589f53f5-7418-4724-80d7-15d4b980f001,72,46.21,Utilities,2023-12-20
17ecf4f7-0998-4059-adb5-66efa3fb189e,18,307.52,Utilities,2023-02-23
92f8f5ca-b2dc-4c89-89fd-11329b672989,99,199.79,Dining,2023-02-26
645c109c-174c-43a3-83b6-768da7192066,46,198.81,Groceries,2023-06-26
5659fe0f-cc23-4bd3-9b64-6db2a0f936f5,1,450.45,Dining,2023-10-20
82ed162d-7833-4aae-8c94-fb002140358c,73,431.81,Travel,2023-10-11
116d0395-df0d-4d60-ad6e-4b9ad9380633,31,294.31,Groceries,2023-06-20
1bcc5b65-ea02-45a2-b5ed-1859b06fb5bc,27,227.24,Retail,2023-11-07
06b4d5ec-0490-42a9-8642-5cb8147b7339,80,377.2,Dining,2023-01-22
1a9bc11a-d2c2-445f-8f9e-7e15ecaf8409,67,146.9,Entertainment,2023-06-18
9f81e99a-131d-46ea-a12f-db42594334a8,4,463.74,Groceries,2023-07-15
7263a171-c0ed-4b9b-bbf5-235b278b66d7,18,442.85,Dining,2023-06-08
59ae0043-ac4d-495d-ae9c-8a9b6b9cba0b,88,60.46,Retail,2023-12-25
3b2a0210-4bdf-4263-9cb7-f7c1e8ed10f2,49,215.88,Groceries,2023-02-03
deb73884-2d67-490b-8a22-1d7537090d8b,45,495.09,Utilities,2023-06-25
c2d2ccfa-5b5f-4d1d-89b5-f80662cf0f98,53,369.25,Dining,2023-05-21
f3a33031-cd2e-4ad6-90cc-585cc70115b8,98,217.28,Dining,2023-08-22
30a3df4b-741b-4b10-99c8-de102fb60a26,61,1160.83,Travel,2023-05-16
e7d629f5-73c4-449d-9114-a54f6b485f2c,75,228.9,Utilities,2023-02-23
7250e82c-f1a5-4be9-8818-659343431cac,98,384.27,Utilities,2023-10-11
71675f2c-e9e2-4ed1-b4c6-0471f268a288,7,1427.96,Travel,2023-05-19
67ab3145-b23a-4bc3-bad6-2555c5dd2164,69,398.86,Utilities,2023-05-09
f7531cd8-5588-46e0-b240-11acce121b95,44,195.86,Entertainment,2023-10-02
e04f0886-271c-4930-b22f-9f7e22647ce8,62,161.4,Groceries,2023-11-01
d1390720-24db-4df5-bb33-128b4a9fe358,8,311.42,Utilities,2023-09-26
392364f7-fdc8-4903-9b99-a263f5fdc8c9,26,333.44,Retail,2023-08-09
a6c027cc-22ab-4314-ac9a-1f7e3c8b5a85,63,443.73,Utilities,2023-10-06
08c703f4-477a-4e1c-b3de-903c520948e9,47,368.5,Dining,2023-05-22
1cc28d3d-b678-40fd-99a9-ddd7802efcdf,96,332.51,Utilities,2023-10-08
255100cc-5feb-439b-b9b0-64b0034d9821,75,79.21,Entertainment,2023-11-28
a66a61ec-3cea-41b6-88dc-cb9c662075bf,72,1618.74,Travel,2023-03-28
048b2c34-59cc-43dd-8feb-ef4bc1dd52c8,29,459.96,Groceries,2023-06-22
89546b74-5c81-4e30-b118-5f49a04fad52,76,90.4,Utilities,2023-06-30
434ff868-137b-4836-8cc5-44157d8be54c,4,318.67,Dining,2023-01-13
41b16c6f-cbc6-4599-a95c-9c7c579edb8b,15,46.27,Dining,2023-01-07
72df70d5-443e-4522-a21f-92e95f21737a,28,14.27,Retail,2023-03-12
c71fe939-84da-40fe-8ace-b32de4e58d9d,98,297.99,Groceries,2023-09-15
57133738-bc9b-4b52-9336-c2dbb7304eb2,43,308.58,Retail,2023-03-05
d8634b29-7d82-4ddd-945f-9072e13fad2d,68,279.69,Retail,2023-10-25
353c6552-d314-4ea8-9783-15f6f7b7df9a,30,122.99,Retail,2023-03-05
25ac0436-ad9e-4360-aa18-5ee179a1c2dc,47,91.85,Retail,2023-04-18
66aff618-8983-438c-a81a-d854ae3523cd,59,302.42,Utilities,2023-07-04
55f2670e-5ce0-48ac-ab7b-76f110ad2434,49,284.37,Dining,2023-01-05
27c3f38c-d11b-4a36-9de3-34814f607a46,58,209.3,Entertainment,2023-08-27
629a50c7-7818-4738-a26f-569cc9fce8c3,5,493.17,Dining,2023-07-03
a5352680-e080-4c63-a985-eba8a37fd26d,37,434.01,Retail,2023-07-18
57c1e654-b437-4aeb-b396-924e7bd7b68d,8,261.64,Retail,2023-03-02
084b604b-2485-4069-8206-a69fb4839f6a,75,315.66,Groceries,2023-12-23
62d8c5ae-7969-44a4-a007-b0c7251788d0,68,409.21,Entertainment,2023-02-04
2a7f7af1-b481-41af-92e1-17f261337cd1,12,47.0,Dining,2023-08-20
fc9b0146-6c9a-451e-997a-76c092b026fc,77,95.16,Retail,2023-03-09
257e9af7-0c76-4707-a532-4a87b08f9817,29,798.38,Travel,2023-03-02
57574eb0-6f73-4aeb-9f6b-aed2a3c2b58f,87,247.66,Retail,2023-11-02
2f76acf7-aa86-4876-b3eb-23f28ce7c930,33,67.0,Dining,2023-12-27
ae87a35c-57b9-4605-95e0-21e190eae604,28,1555.8,Travel,2023-08-02
c3bd74d4-365d-4a99-a6f7-f226b62fd0ef,17,327.97,Dining,2023-10-15
3968b311-dc4d-4bda-a236-e777b7c7d244,21,88.69,Dining,2023-03-30
d818ba3a-344e-4c07-8f67-555dd0e66129,14,51.35,Dining,2023-04-18
a9e815b6-34ad-4dc6-b26e-7f03aed9bf19,56,155.01,Utilities,2023-02-28
9c89a4d8-f0c9-495b-9396-ad8e26bbd3ec,27,904.22,Travel,2023-03-25
400b0d70-5584-478c-94b4-90452364d033,81,77.75,Entertainment,2023-11-14
28ea7ec4-238e-4347-a347-30306e704048,95,79.45,Utilities,2023-06-10
f1d9ee32-40b0-4175-9db5-35cf450b4260,99,30.83,Dining,2023-07-18
97441e7c-c956-420e-99db-24c5845c1781,99,184.79,Entertainment,2023-07-02
8b3cf4ea-3657-48e0-a12a-a32364fe9176,25,94.87,Entertainment,2023-06-14
9a9b7c78-be80-4820-b4d6-ae39957025d1,32,424.82,Entertainment,2023-06-27
2fd5d629-160f-4db5-942d-6e4029540116,40,1599.3,Travel,2023-08-23
652673b8-09c3-472f-9b77-bf329940a80f,56,482.17,Retail,2023-03-19
42b49197-2374-4b0c-8f16-e787283dc980,45,1693.71,Travel,2023-07-28
b51c041b-dd9d-43ba-8254-440691d77539,18,93.69,Utilities,2023-05-11
ae9ede85-ad24-4d61-bea3-bcdf65e948d5,12,176.43,Entertainment,2023-06-28
87af5e93-036a-4cc4-a812-7d484e9eb05b,64,289.35,Dining,2023-03-29
642cdcad-1f47-499c-aedc-e1c07549709f,92,112.1,Dining,2023-03-08
a9ef35d0-e1f4-4ad2-b772-6ca9a0b7308e,34,112.24,Entertainment,2023-02-11
2b99f122-987a-45b0-b142-04a71501b8b8,67,359.51,Dining,2023-03-03
4363143c-e2f1-450b-97e4-b5de7ee60db3,3,1409.69,Travel,2023-02-08
83028e99-d56e-470f-ab4d-249b83f39c36,88,408.55,Groceries,2023-11-05
792a284f-600c-4789-adf1-8d685c12595a,51,91.53,Entertainment,2023-02-14
23d83982-b2d2-42e5-8334-aed501722093,37,371.9,Retail,2023-08-25
498c078d-e9f1-4746-9124-305119ba69ff,76,198.43,Travel,2023-10-10
6b0a1f54-fd3a-47cd-82bd-4500cd272ea4,33,1789.32,Travel,2023-01-08
176057ac-5225-4c00-81bc-be77ffdb210b,63,948.15,Travel,2023-01-31
3bdf3900-a5ab-4c9b-8a3b-8976ab73206c,40,182.08,Retail,2023-06-13
73696218-f8c9-4532-9c17-7c4dbc4d23b9,62,120.29,Groceries,2023-05-04
df295d69-4bc0-4ee1-a1e4-e0868ee4562b,63,144.82,Groceries,2023-03-11
bb1841c2-2bbe-470c-82d9-9d28d59519eb,85,417.67,Retail,2023-01-09
e0688ee5-c743-459c-8af1-cc4e30aa2287,76,252.25,Retail,2023-11-02
4bd4b97f-358f-44e9-a551-7c011ddcad76,2,21.37,Retail,2023-03-08
92dace54-110d-4187-be82-c7a8160ecdfb,6,414.24,Travel,2023-09-25
a7ef31db-4760-467c-b921-0493f3df37ca,14,278.77,Entertainment,2023-09-28
b40b51a8-8df8-4e76-8daa-f4e273b7654f,67,219.75,Groceries,2023-11-13
52fa723a-e1b7-470f-aced-17812d4745f0,86,456.98,Retail,2023-07-20
bb79ec8a-c7b7-4061-b321-5ff8a55a3cab,2,329.5,Groceries,2023-03-17
4c1e6d7d-54b5-4c44-9e27-ea456a9442e0,99,1204.38,Travel,2023-10-14
d8b2a8fd-e4c0-4930-983f-72a13e85e41b,3,92.16,Entertainment,2023-07-18
50fa7e27-1af5-4c93-8488-5477574b833f,73,451.42,Utilities,2023-05-15
ac24cf06-e4c7-4742-9ffc-a9c745f1ff35,70,168.91,Groceries,2023-12-17
2113f289-0081-4244-89ed-ae44b7e97407,43,105.72,Utilities,2023-05-09
99cfa7ea-2eac-40e6-9917-b30a4130a276,6,124.69,Groceries,2023-11-25
1b9fb4a4-c0ed-40ee-ade1-902fe25dabf3,7,339.39,Retail,2023-04-10
ef7e9d9e-5e91-46f8-a4ab-2e1536e06abc,22,140.93,Dining,2023-06-01
8b75ab86-ca9d-4df1-b3f5-e51ee3b6dc8f,41,210.47,Retail,2023-07-06
0e5afa67-3e44-4a6b-b55b-0f87144945f9,55,467.84,Groceries,2023-09-22
ed856d7f-3b71-4e2a-9f31-28ba194b0523,69,165.59,Retail,2023-04-21
233533e1-eb27-4326-9e39-b11940f5fb9e,49,219.19,Travel,2023-09-15
06d65b9a-12a6-4467-b3fe-7e562cdf0e3f,74,1881.54,Travel,2023-03-11
4da8fdfb-2e75-4cb8-a71c-4770c8bf5ee2,85,1057.34,Travel,2023-11-23
0d738739-77c3-4c44-a3da-1ea7ae24aea1,67,296.96,Entertainment,2023-07-03
bb5435b0-e2df-4f52-910a-fe45bb9ab610,15,329.24,Utilities,2023-04-17
f8005987-4861-4923-85a8-bef8ffcf1ee3,81,317.63,Retail,2023-06-07
6abf04bf-99a7-4dd4-b2af-b044860bd999,81,691.85,Travel,2023-03-10
687354ad-643f-459a-81ca-d8f47cb02868,69,38.62,Groceries,2023-06-18
ef7b283b-d2e5-46b3-9e33-8bb344e800cf,7,1161.94,Travel,2023-03-17
e194c404-e49f-4bd5-8d83-288aeeebccf7,32,123.57,Utilities,2023-07-04
90050f0c-e671-4fac-9406-fd29361bddc9,13,1418.2,Travel,2023-07-31
837f54d8-8568-4494-abfb-2621e102a627,42,325.95,Dining,2023-05-23
f2be182d-a44a-4317-8fa9-aa709c6cea20,78,1091.21,Travel,2023-12-21
4182e69c-9042-4e73-a8e7-8cbbfc020ee3,26,464.94,Retail,2023-10-17
49c10667-68a1-448c-8fc4-5fc1bd83359b,11,103.69,Retail,2023-06-08
20eec95b-bf00-4f8a-9d96-584eb49e2d83,93,1536.28,Travel,2023-02-27
b7258c3d-8875-459b-b129-0ebee6014a84,29,406.9,Dining,2023-12-15
85c16ad7-2cfa-4443-b3c9-5b602766ee19,42,735.66,Travel,2023-05-11
8a215274-ce53-45c2-999c-eb2f7c13d349,2,416.73,Groceries,2023-02-10
135c77fe-d65c-4609-a756-5b45d8d358d7,98,437.74,Travel,2023-03-29
b1405b25-8e52-46a4-8323-b9cadd10c4c1,63,369.14,Retail,2023-08-06
ec833b16-2114-48a7-b931-c65a87d5974b,95,1947.7,Travel,2023-01-08
2ab62754-0ae8-4dcc-b7af-d419d455dcac,57,393.5,Dining,2023-10-02
366f7bad-bb3d-4f48-ba5e-f5c4bd28c5e4,90,341.18,Utilities,2023-06-18
5c1e3f4c-f3bd-4a86-9a64-f68efdc47e4b,53,392.88,Retail,2023-05-17
d0bd6d23-2f7d-4963-a86a-e8809dc55081,85,229.13,Dining,2023-12-24
88c2137f-0859-4343-a658-a1caf5eebf42,79,60.09,Groceries,2023-09-09
dee6afc6-c3b3-426d-a1d7-107f3e989d73,40,131.18,Dining,2023-06-04
2bc186f6-ca24-4a17-a9d8-0421ba18e18a,4,458.53,Entertainment,2023-10-28
8b8e2d5d-9607-48f5-9979-c0eb28be3e43,1,462.62,Groceries,2023-03-05
3d920695-a911-40cb-bd87-b1a6d1b310c1,96,375.32,Dining,2023-05-27
492f12ba-7ec4-46ff-86fe-32e1dbb83bda,98,584.29,Travel,2023-04-24
188ece94-b4d5-4651-a97f-dc74c344496e,75,267.93,Entertainment,2023-02-15
18a73dfe-996f-433d-a204-e3c2687b91b3,26,242.44,Dining,2023-02-16
638c021a-87b5-4cff-b4c5-edf49ce7a326,70,357.57,Utilities,2023-02-05
af9e8ce8-0ec1-4c14-9efb-2388dbf7d09f,7,335.39,Dining,2023-11-23
cc5b64b3-9876-4a0a-933e-131c237e6352,67,125.93,Utilities,2023-05-17
9cb9d228-9400-4041-b0fd-135ff897f271,80,459.98,Dining,2023-08-19
fc95d7b6-1721-4dff-bb54-f899bab65ac5,73,432.0,Retail,2023-10-23
d2ed6774-7a45-4f58-8446-536f73ab8a0c,93,314.16,Entertainment,2023-06-16
ad3e5fcc-c302-4953-9b27-d41e7c19aff4,8,509.29,Travel,2023-05-07
1bb18534-cfc9-469f-a939-16dde560a230,81,68.57,Dining,2023-01-06
049b2030-7e4a-4201-a3ef-689eec49d309,10,144.99,Groceries,2023-03-08
df41980f-0f20-444a-bd65-6dc1d109578d,86,331.74,Groceries,2023-06-15
b848f5cf-0335-4dbc-9a36-39e562d384bf,80,252.83,Dining,2023-04-11
93fac567-7e0f-4851-8ed6-ca0c637ab49b,100,176.64,Entertainment,2023-09-07
8c6c7981-33a2-4bfa-a71e-f7198832f527,63,431.16,Groceries,2023-09-02
a6356fc6-4ca3-4148-8010-c97f4b4bd5a7,93,257.92,Entertainment,2023-11-14
7081358f-9b02-495e-aa08-dfb55206f5c8,45,496.55,Utilities,2023-05-29
8210e144-4c96-45a8-9bf5-d8266f1cca76,62,161.43,Retail,2023-11-17
95be3ea8-8056-4562-ac8a-20b4ae76b8e1,30,25.25,Utilities,2023-09-17
288d016a-045c-427f-ab67-f25503f68d14,48,444.84,Entertainment,2023-12-21
5a8c7a77-2449-4452-be37-ceca4e6e1aed,51,358.13,Entertainment,2023-06-21
8a0b0503-03ca-4aac-8697-0e4552630424,81,262.37,Groceries,2023-09-28
90630577-ecbc-44dd-9379-6dbcb5610881,65,236.45,Dining,2023-07-20
14b0a480-dbb2-403a-97cc-9149437024fb,68,419.87,Travel,2023-07-23
89c8df81-b88e-4759-9590-5c27f750d378,98,281.73,Utilities,2023-07-31
9764fd32-d04a-4fbf-afe1-1648f2c8b29e,1,118.96,Travel,2023-01-12
6698da06-9ddf-4f22-9e5a-2f546771f174,33,378.45,Retail,2023-07-07
59026059-7040-4c99-9cbb-2c7f119eb293,24,478.93,Dining,2023-06-10
6b23d4ab-469f-4cb5-a6aa-fa98337c655c,21,390.0,Utilities,2023-09-23
bed9aa7e-1431-4a57-a4ba-51026cd6275f,21,17.63,Dining,2023-12-30
2974ff24-dd92-472a-9d3b-8dedb66b38b4,54,126.72,Entertainment,2023-07-18
58a5ee05-2da7-45bf-9bf7-aea8dc7437c2,8,403.13,Entertainment,2023-02-20
ce255c8a-393f-4182-9c3f-8b959744dbc0,82,342.25,Travel,2023-07-15
f12eecb3-fcc8-4f9c-98c4-1433e26d9ceb,67,284.06,Dining,2023-08-07
0e47d12a-8214-4beb-8c2f-9c6f0e8c4f64,20,367.9,Dining,2023-08-16
9e2f72ee-5d4a-4286-8c2b-d65768eb3e93,83,164.43,Retail,2023-07-03
93f9b6a8-2796-49fc-8c79-c434ca514b4c,97,814.54,Travel,2023-07-04
8b670572-231e-4890-ad61-a29619e63788,2,455.3,Groceries,2023-03-11
7aeb5049-0fdc-4a35-a95b-b55b41c9fce7,4,240.93,Dining,2023-12-27
75590dbb-ce8b-4619-9ffa-ad43d2f50329,12,330.54,Retail,2023-10-14
eeefbb0a-80b6-47f6-9bda-291c6e7ddb14,8,358.31,Dining,2023-03-09
fd645ded-75f3-4bba-a419-e9345b513cf1,80,342.09,Dining,2023-03-05
7244b8c5-3735-427c-8e69-47ff9553e068,47,159.02,Retail,2023-03-06
603b103f-975b-48ff-bfc9-0a4aad2e08b8,65,1618.7,Travel,2023-03-20
ec8e681a-e876-428b-ad08-3070f52b17b3,58,853.55,Travel,2023-08-16
baeab999-eab1-409c-a14f-9ec476ff81d7,2,1166.55,Travel,2023-08-01
891ca34f-e0f6-42dc-8cd9-4a059ce61f10,49,185.98,Groceries,2023-12-22
2fcbf30f-4858-4a7d-8d44-4b1fe86e4530,98,1983.64,Travel,2023-02-04
481149db-5dc3-4d77-92ab-734e941c3660,54,41.72,Utilities,2023-02-18
40dac331-9fd9-4d50-b578-5db114bd18fb,86,433.4,Retail,2023-01-08
afc5add7-3f36-4a97-bf63-ac10ede37467,46,142.69,Utilities,2023-12-12
da43af13-4621-421c-9865-24b3b4dc5b68,97,37.95,Groceries,2023-01-15
807cb4ee-c8b9-4102-960d-1fad729fca00,87,346.74,Utilities,2023-12-17
b2cae742-7566-49c8-8e56-d2492cdb6d26,24,230.06,Entertainment,2023-12-07
a5d29408-8d3e-4c5f-b4a8-749564bf07f8,33,491.09,Entertainment,2023-05-30
69401016-e92a-4847-aefc-b7874cc5ff1c,46,408.56,Dining,2023-05-08
4acc7d31-8e0a-4b5e-a4f2-cd877acb9625,56,128.94,Travel,2023-06-21
65aa13e9-cf50-472c-b9ec-d4f601adfbbd,47,1114.22,Travel,2023-08-13
e708a687-acf8-42a3-84d8-1659d426db0b,81,267.15,Groceries,2023-12-13
af9ed0e3-4802-44aa-9766-588c4b94c021,68,443.65,Groceries,2023-02-28
0b7b3039-672b-455e-9b4b-c06eb52acab9,25,310.29,Utilities,2023-07-22
d038c66d-5493-4a65-bd67-98dcbe805a92,8,128.37,Travel,2023-02-03
b13a7baa-e898-4552-bee8-f53644949e14,79,406.93,Retail,2023-04-21
4401c045-893f-43a2-a5e6-bfa112144394,18,290.62,Dining,2023-05-28
585a22ea-7efd-4dd6-8745-04d38b1d6f0e,33,393.17,Groceries,2023-12-26
b4b618f3-297d-481f-a8cc-a34557498515,38,409.17,Utilities,2023-03-16
f2f4bfcd-8d99-449c-9469-5cb6c2f58ef4,33,87.24,Dining,2023-07-18
4084ec18-7ae7-4c88-a722-ebc2e6fd5273,28,439.47,Retail,2023-09-07
56e5d326-49eb-4bff-a010-561ed3b03692,97,245.25,Utilities,2023-02-27
38f0756c-0588-4564-853d-86bdafe66354,1,180.84,Groceries,2023-08-01
fe677a99-7c3f-4220-9c53-9ed2123d6d8d,82,1229.04,Travel,2023-12-13
c3b6ea3e-a561-48a6-baa7-87a034eee484,90,21.86,Retail,2023-12-07
dfc39114-95aa-4988-ace4-210ea5a9969d,32,223.93,Dining,2023-06-09
c8c081d7-651a-4575-897e-b73476466d93,56,267.11,Retail,2023-10-16
74c59fdb-2f71-4af5-9520-f28c3179f1e7,83,386.69,Dining,2023-03-17
5d0db3cd-2393-4720-aa68-35859b7ce350,13,215.52,Retail,2023-08-31
a5435385-8d90-4a97-be9e-a0c3ce15361f,69,299.38,Groceries,2023-11-02
b05457cf-c838-4707-b0ac-4529068dc31a,20,229.81,Utilities,2023-11-27
85256be6-ab37-48b7-ac47-adf3d7d3c8f2,23,313.14,Groceries,2023-06-29
b3a2d198-5a0a-4d7d-a380-102ae2004912,72,424.36,Utilities,2023-03-04
7cfa5c39-449e-4575-8d63-9879ca5f7111,66,205.1,Retail,2023-02-13
62ae6a27-eaf1-47a0-b712-b5ff75ff5265,95,403.14,Travel,2023-07-23
785d19d3-0ac2-4416-8afc-40c49a3fa3e5,32,407.04,Retail,2023-10-15
82e87727-ad61-44e9-84e3-dce33286592a,95,60.3,Utilities,2023-11-14
94a52fd5-409f-40d5-93d1-0e01fa2b94a7,60,125.75,Travel,2023-04-10
ab1884da-a84d-4afe-b272-6fbdf232e525,1,126.37,Dining,2023-01-25
db35be4f-0e16-42db-9be0-86a4e834519d,3,1369.18,Travel,2023-09-11
6bf37fa2-aaa0-45db-a91b-1ea8e88a1f89,41,378.02,Groceries,2023-11-22
3c1de9ee-36f9-4914-81ad-e367cb02f2c9,53,481.95,Dining,2023-12-13
8bb765a4-8b04-41c8-b5b9-2a6026754771,37,299.77,Utilities,2023-12-04
97964d1d-1c31-47cb-be80-d1d3f7eee0a5,74,375.46,Utilities,2023-12-08
6f0ce7fc-ec4c-46e4-9aa4-50e78a9e1524,43,319.26,Entertainment,2023-07-25
0aa933fe-bc46-4121-a8cd-7309521e1d20,29,854.59,Travel,2023-11-08
fe0d83a3-aeed-4760-a3f0-dbda8c863cf5,93,111.09,Dining,2023-10-05
ba722a82-3a97-4ea8-9b80-e2d4435d1f98,84,1185.6,Travel,2023-10-31
7837e2a5-08b3-46d0-a167-0cd687b704a5,58,106.9,Entertainment,2023-07-20
5929ef37-e66f-43e7-89c0-988faf3566f3,45,77.52,Retail,2023-06-16
a0089a0a-ce0d-44ba-af49-9b62600782e8,31,382.02,Utilities,2023-04-07
a5915281-02b1-4253-a4ef-d7b27934374e,2,165.02,Retail,2023-11-30
8abe59eb-0223-42b9-9722-412fdb144b12,92,493.23,Utilities,2023-05-13
bad935a5-3fed-44f6-9001-d5421ee8a389,82,302.32,Dining,2023-07-17
055e4e12-02f1-4eeb-87b5-3057794baa5c,49,5.59,Entertainment,2023-12-30
10aa2059-5126-4c2e-ac49-a14b9b4e863b,69,228.49,Retail,2023-01-27
51a89052-2738-4870-b21e-5a32e6348284,73,295.7,Utilities,2023-01-28
359241ea-ec35-4a05-b1a3-a0d4d3b5b680,54,230.95,Travel,2023-10-10
c84a9fd9-67b1-458e-ba0f-c33c9ce518eb,3,474.79,Utilities,2023-11-27
0386d60e-dd66-421f-9aa4-fca37b94a605,13,179.67,Retail,2023-06-19
3bc80387-a869-4e54-92f9-9032d44914e9,42,156.44,Utilities,2023-03-30
3c4b8b33-2939-483f-9597-843606dde5bb,92,283.81,Entertainment,2023-04-04
e762a91e-23c6-49c0-85d7-c1e566ff7828,98,44.65,Utilities,2023-09-19
cdb629d2-7cf1-47de-bc31-de7acf8fe063,30,298.9,Retail,2023-05-16
772eb897-91bc-4fff-ac47-9cdcdcb2d827,76,248.45,Groceries,2023-09-21
79b7d0fe-7a05-4173-8b0e-b7c0d5c643a7,90,1298.64,Travel,2023-03-05
d0599d96-94b7-4f85-b953-76e5f1c53a26,40,343.73,Entertainment,2023-12-23
43747602-ff55-4957-a96d-41e5bbf8cdc4,9,149.49,Entertainment,2023-06-02
786c9c54-c753-47af-b642-8f940465c45f,73,304.08,Groceries,2023-03-22
8f8580a7-7798-4fe2-8564-b55efec3ca13,64,176.61,Entertainment,2023-05-21
95e0eca3-23fb-4990-b7e8-ead27b5e8731,5,195.13,Retail,2023-10-31
785b176b-9e6a-41f7-a1ce-4fba8283275d,48,58.53,Entertainment,2023-07-11
d28440c3-9c55-49a5-a54e-5c306e14902d,48,8.92,Entertainment,2023-12-01
3ef24179-bd8a-4ffc-80c3-5f9f649dea68,6,438.08,Entertainment,2023-07-15
a2ece51f-2cfe-494e-b735-790928f382dc,36,350.7,Groceries,2023-09-23
28aa46e6-b6bf-449c-a958-a13a3a471dbd,47,294.46,Utilities,2023-07-28
8f42e28a-3eef-4007-a6a4-b3fbd29190af,33,1327.95,Travel,2023-05-24
92c9bb13-03e5-451a-83e1-ba144da7fb19,19,24.48,Retail,2023-03-14
1d482290-8b08-44ec-9b73-bc7b94a46a92,15,321.03,Travel,2023-02-03
027bd715-8ff9-4b86-801c-cbafac70ae6a,88,272.35,Utilities,2023-12-10
ead1a8ff-265e-4620-aa6d-be3b1e877729,2,24.86,Utilities,2023-12-13
772ab2ce-e483-4e4e-b0ea-833572c38bd2,33,33.68,Utilities,2023-06-21
6c94e921-4f02-4aa2-a513-9915a8e02ad8,65,1223.1,Travel,2023-08-16
1c015353-5aa1-460a-be23-ae530faf0f4d,69,482.35,Dining,2023-12-04
ed5f1ab8-d96a-4c8b-b69a-e6f7255a39b9,96,406.31,Groceries,2023-10-27
82c3cb25-26fb-4dc0-a0e9-841d86bb458f,80,227.33,Travel,2023-10-28
1db3226e-952a-426d-af36-5c51d785981e,61,210.24,Utilities,2023-02-09
3bd6bc02-5524-49ff-aa14-86cad2afa9ab,64,1110.34,Travel,2023-07-17
99fcf528-92c8-4155-ba87-d122df8baf29,92,27.47,Entertainment,2023-03-23
a6a72cec-0da4-40bf-b997-6834aaec3404,49,362.62,Entertainment,2023-07-07
3042ccaf-1c66-4fed-9a08-a8c2c45b357f,53,155.89,Retail,2023-02-24
15c8f599-8ab8-4536-94cf-711e1e7d9a9f,83,225.17,Dining,2023-10-16
45c0daef-4739-45ef-8f69-cb48485dc846,33,388.13,Retail,2023-06-28
af2816bc-7ee4-4a3f-81dc-66cef433c69f,73,426.37,Retail,2023-11-07
4b8feb58-fae3-4e8d-949b-97acef129ae2,94,249.49,Travel,2023-06-21
2973bb2e-0ed5-443e-abae-ec5a4afcec23,4,564.98,Travel,2023-11-12
e56a5d7e-ad8f-47d5-93b2-5651cf648636,40,346.27,Travel,2023-01-08
d3629de9-a478-4f9f-b643-f31515189c87,36,424.13,Utilities,2023-07-19
929043a0-cc3f-48b3-83c7-cf8e69033faf,17,313.36,Dining,2023-04-15
7adc75f3-077b-47b7-875c-5337f59df137,33,493.25,Retail,2023-03-21
69220094-c182-4b41-bd92-2ad16c9bfddd,67,471.61,Retail,2023-07-14
4ff9fadc-94e8-4100-9994-0145e52f202f,79,30.4,Groceries,2023-11-27
